short_id,openalex_id,publication_year,publication_date,title,doi,source,type,cited_by_count,pdf_status,pdf_url,fulltext_screen_status,fulltext_exclusion_reason,low_baseline_arousal_class,repeated_use_class,habituation_class,eligibility_tier,extracted_evidence_status,batch_id,notes,last_updated_utc
W2726778611,https://openalex.org/W2726778611,2017,2017-07-08,"Sleep, chronotype, and sleep hygiene in children with attention-deficit/hyperactivity disorder, autism spectrum disorder, and controls",https://doi.org/10.1007/s00787-017-1025-8,European Child & Adolescent Psychiatry,article,127,downloaded,https://link.springer.com/content/pdf/10.1007%2Fs00787-017-1025-8.pdf,exclude,population_not_adult,A4_general_adults_unscreened,,,,not_applicable,B006,triage:B006; conf=0.85; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B006_final,2026-02-14T15:01:18+00:00
W2730569353,https://openalex.org/W2730569353,2017,2017-07-08,The Mind Body-Wellness in Supportive Housing (Mi-WiSH) study: Design and rationale of a cluster randomized controlled trial of Tai Chi in senior housing,https://doi.org/10.1016/j.cct.2017.07.005,Contemporary Clinical Trials,article,32,downloaded,https://www.ncbi.nlm.nih.gov/pmc/articles/5639896,exclude,outcome_not_tonic_arousal_or_vigilance,A4_general_adults_unscreened,,,,not_applicable,B006,triage:B006; conf=0.85; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B006_final,2026-02-14T15:01:18+00:00
W2740745561,https://openalex.org/W2740745561,2017,2017-08-02,Differential impact in young and older individuals of blue-enriched white light on circadian physiology and alertness during sustained wakefulness,https://doi.org/10.1038/s41598-017-07060-8,Scientific Reports,article,68,downloaded,https://www.nature.com/articles/s41598-017-07060-8.pdf,include,,A3_experimentally_induced_low_arousal,D0_acute_only,H0_not_tested,T2_context,todo,B006,triage:B006; conf=0.95; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B006_final,2026-02-14T15:00:41+00:00
W2753739102,https://openalex.org/W2753739102,2017,2017-09-07,"Effect of Caffeine on Attention and Alertness Measured in a Home-Setting, Using Web-Based Cognition Tests",https://doi.org/10.2196/resprot.6727,JMIR Research Protocols,article,34,downloaded,https://www.researchprotocols.org/2017/9/e169/PDF,include,,A4_general_adults_unscreened,D0_acute_only,H0_not_tested,T2_context,todo,B006,triage:B006; conf=0.95; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B006_final,2026-02-14T15:00:41+00:00
W2761700625,https://openalex.org/W2761700625,2017,2017-10-13,"Effects of physical activity on executive functions, attention and academic performance in preadolescent children: a meta-analysis",https://doi.org/10.1016/j.jsams.2017.09.595,Journal of science and medicine in sport,review,783,downloaded,http://www.jsams.org/article/S1440244017316419/pdf,exclude,population_not_adult,AX_review_or_mixed_population,,,,not_applicable,B006,triage:B006; conf=0.75; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B006_final,2026-02-14T15:00:41+00:00
W2762073883,https://openalex.org/W2762073883,2017,2017-10-13,Higher-order cognitive training effects on processing speed–related neural activity: a randomized trial,https://doi.org/10.1016/j.neurobiolaging.2017.10.003,Neurobiology of Aging,article,58,downloaded,https://pmc.ncbi.nlm.nih.gov/articles/PMC5743765/pdf/nihms918548.pdf,exclude,outcome_not_tonic_arousal_or_vigilance,A4_general_adults_unscreened,,,,not_applicable,B006,triage:B006; conf=0.75; method=pypdf; doi=no; title_match=1.00 | manual_qa=B006_final; recovered via PMC (PMC5743765); replaced mismatched PDF; excluded (no tonic arousal/vigilance outcomes; processing speed/fMRI focus),2026-02-14T15:00:41+00:00
W2762593665,https://openalex.org/W2762593665,2017,2017-10-10,Time to learn: H ow chronotype impacts education,https://doi.org/10.1002/pchj.178,PsyCh Journal,review,79,downloaded,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/pchj.178,exclude,not_primary_study_or_high_value_review,AX_review_or_mixed_population,,,,not_applicable,B006,triage:B006; conf=0.95; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B006_final; excluded (chronotype/education narrative review; not intervention-focused),2026-02-14T15:00:41+00:00
W2769495373,https://openalex.org/W2769495373,2017,2017-11-29,Mitigation of stress: new treatment alternatives,https://doi.org/10.1007/s11571-017-9460-2,Cognitive Neurodynamics,review,67,downloaded,https://link.springer.com/content/pdf/10.1007/s11571-017-9460-2.pdf,exclude,outcome_not_tonic_arousal_or_vigilance,AX_review_or_mixed_population,,,,not_applicable,B006,triage:B006; conf=0.85; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B006_final,2026-02-14T15:00:41+00:00
W2776895788,https://openalex.org/W2776895788,2017,2017-12-18,Nutritional Supplements and the Brain,https://doi.org/10.1123/ijsnem.2017-0314,International Journal of Sport Nutrition and Exercise Metabolism,review,54,downloaded,https://journals.humankinetics.com/downloadpdf/journals/ijsnem/28/2/article-p200.pdf,exclude,outcome_not_tonic_arousal_or_vigilance,AX_review_or_mixed_population,,,,not_applicable,B006,triage:B006; conf=0.65; method=pypdf; doi=no; title_match=1.00 | manual_qa=B006_final,2026-02-14T15:00:41+00:00
W4240433802,https://openalex.org/W4240433802,2017,2017-06-30,The Impact of Aerobic Exercise on Fronto-Parietal Network Connectivity and Its Relation to Mobility: An Exploratory Analysis of a 6-Month Randomized Controlled Trial,https://doi.org/10.3389/fnhum.2017.00344,Frontiers in Human Neuroscience,article,36,downloaded,https://www.frontiersin.org/articles/10.3389/fnhum.2017.00344/pdf,exclude,outcome_not_tonic_arousal_or_vigilance,A4_general_adults_unscreened,,,,not_applicable,B006,triage:B006; conf=0.85; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B006_final,2026-02-14T15:01:18+00:00
W2236052756,https://openalex.org/W2236052756,2016,2016-01-14,The two‐process model of sleep regulation: a reappraisal,https://doi.org/10.1111/jsr.12371,Journal of Sleep Research,article,1505,downloaded,https://www.zora.uzh.ch/server/api/core/bitstreams/ea1aebe7-a4e2-4db3-93ca-af5e8538b8f0/content,exclude,not_primary_study_or_high_value_review,A4_general_adults_unscreened,,,,not_applicable,B006,"triage:B006; conf=0.75; method=pypdf; doi=no; title_match=0.80 | manual_qa=B006_final; recovered via ZORA (accepted manuscript); replaced mismatched PDF; excluded (conceptual/reappraisal, no intervention evaluated)",2026-02-14T15:00:41+00:00
W2339940577,https://openalex.org/W2339940577,2016,2016-01-01,Effects of Moderate Aerobic Exercise on Cognitive Abilities and Redox State Biomarkers in Older Adults,https://doi.org/10.1155/2016/2545168,Oxidative Medicine and Cellular Longevity,article,65,downloaded,http://downloads.hindawi.com/journals/omcl/2016/2545168.pdf,exclude,outcome_not_tonic_arousal_or_vigilance,A4_general_adults_unscreened,,,,not_applicable,B006,triage:B006; conf=0.85; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B006_final,2026-02-14T15:01:18+00:00
W2402250914,https://openalex.org/W2402250914,2016,2016-05-18,Morning and Evening Blue-Enriched Light Exposure Alters Metabolic Function in Normal Weight Adults,https://doi.org/10.1371/journal.pone.0155601,PLoS ONE,article,89,downloaded,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0155601&type=printable,exclude,wrong_domain,A4_general_adults_unscreened,,,,not_applicable,B006,triage:B006; conf=0.85; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B006_final,2026-02-14T15:01:18+00:00
W2404606987,https://openalex.org/W2404606987,2016,2016-01-01,Time to wake up: reactive countermeasures to sleep inertia,https://doi.org/10.2486/indhealth.2015-0236,Industrial Health,review,60,downloaded,https://www.jstage.jst.go.jp/article/indhealth/54/6/54_2015-0236/_pdf,include,,AX_review_or_mixed_population,,,T2_context,todo,B006,triage:B006; conf=0.75; method=pypdf; doi=no; title_match=1.00 | manual_qa=B006_final,2026-02-14T15:00:41+00:00
W2432962063,https://openalex.org/W2432962063,2016,2016-01-01,"Methodological Note: Neurofeedback: A Comprehensive Review on System Design, Methodology and Clinical Applications",https://doi.org/10.15412/j.bcn.03070208,Basic and Clinical Neuroscience Journal,review,460,downloaded,http://bcn.iums.ac.ir/files/site1/user_files_c424bc/mansourian-A-10-739-1-d9cca26.pdf,exclude,outcome_not_tonic_arousal_or_vigilance,AX_review_or_mixed_population,,,,not_applicable,B006,triage:B006; conf=0.85; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B006_final,2026-02-14T15:00:41+00:00
W2462478342,https://openalex.org/W2462478342,2016,2016-07-11,Sweat it out? The effects of physical exercise on cognition and behavior in children and adults with ADHD: a systematic literature review,https://doi.org/10.1007/s00702-016-1593-7,Journal of Neural Transmission,review,188,downloaded,https://link.springer.com/content/pdf/10.1007/s00702-016-1593-7.pdf,exclude,population_not_low_arousal_proxy,AX_review_or_mixed_population,,,,not_applicable,B006,triage:B006; conf=0.85; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B006_final,2026-02-14T15:00:41+00:00
W2468792521,https://openalex.org/W2468792521,2016,2016-07-02,"A RCT Comparing Daily Mindfulness Meditations, Biofeedback Exercises, and Daily Physical Exercise on Attention Control, Executive Functioning, Mindful Awareness, Self-Compassion, and Worrying in Stressed Young Adults",https://doi.org/10.1007/s12671-016-0561-5,Mindfulness,article,133,downloaded,https://link.springer.com/content/pdf/10.1007%2Fs12671-016-0561-5.pdf,exclude,outcome_not_tonic_arousal_or_vigilance,A4_general_adults_unscreened,,,,not_applicable,B006,triage:B006; conf=0.85; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B006_final,2026-02-14T15:01:18+00:00
W2469806578,https://openalex.org/W2469806578,2016,2016-07-12,Cognitive Effects of Mindfulness Training: Results of a Pilot Study Based on a Theory Driven Approach,https://doi.org/10.3389/fpsyg.2016.01037,Frontiers in Psychology,article,49,downloaded,https://www.frontiersin.org/articles/10.3389/fpsyg.2016.01037/pdf,exclude,population_not_adult,,,,,not_applicable,B007,triage:B007; conf=0.95; method=pypdf; doi=yes; title_match=1.00; manual_qa=B007_final,2026-02-14T15:44:49+00:00
W2494879164,https://openalex.org/W2494879164,2016,2016-07-01,An Interventional Study to See the Effect of Acute Intake of Caffeine on Reaction Time in Young Healthy Adults Consuming Moderate Amount of Caffeine for Six Months,https://doi.org/10.9790/0853-150710913,IOSR Journal of Dental and Medical Sciences,article,0,downloaded,https://doi.org/10.9790/0853-150710913,include,,A4_general_adults_unscreened,D3_repeated_monthplus,H2_tested_habituation,T2_context,qa_passed,B007,triage:B007; conf=0.95; method=pypdf; doi=yes; title_match=1.00; manual_qa=B007_final; note=acute_caffeine_effect_reduced_after_6mo_habitual_use; extract:E003; qa:E003_pass; evidence_rows=4,2026-02-14T19:19:19+00:00
W2500474003,https://openalex.org/W2500474003,2016,2016-07-21,Superior Inhibitory Control and Resistance to Mental Fatigue in Professional Road Cyclists,https://doi.org/10.1371/journal.pone.0159907,PLoS ONE,article,241,downloaded,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0159907&type=printable,exclude,outcome_not_tonic_arousal_or_vigilance,,,,,not_applicable,B007,triage:B007; conf=0.95; method=pypdf; doi=yes; title_match=1.00; manual_qa=B007_final,2026-02-14T15:44:49+00:00
W2515839452,https://openalex.org/W2515839452,2016,2016-09-01,Cognitive Fatigue Influences Time-On-Task during Bodyweight Resistance Training Exercise,https://doi.org/10.3389/fphys.2016.00373,Frontiers in Physiology,article,44,downloaded,https://www.frontiersin.org/articles/10.3389/fphys.2016.00373/pdf,exclude,wrong_domain,,,,,not_applicable,B007,triage:B007; conf=0.95; method=pypdf; doi=yes; title_match=0.90; manual_qa=B007_final,2026-02-14T15:44:49+00:00
W2518925091,https://openalex.org/W2518925091,2016,2016-09-13,Sustained wakefulness and visual attention: moderation by chronotype,https://doi.org/10.1007/s00221-016-4772-8,Experimental Brain Research,article,30,downloaded,https://link.springer.com/content/pdf/10.1007%2Fs00221-016-4772-8.pdf,exclude,no_intervention_evaluated,,,,,not_applicable,B007,triage:B007; conf=0.75; method=pypdf; doi=yes; title_match=1.00; manual_qa=B007_final,2026-02-14T15:44:49+00:00
W2522533814,https://openalex.org/W2522533814,2016,2016-09-20,"Diurnal variations of hormonal secretion, alertness and cognition in extreme chronotypes under different lighting conditions",https://doi.org/10.1038/srep33591,Scientific Reports,article,81,downloaded,https://www.nature.com/articles/srep33591.pdf,include,,A4_general_adults_unscreened,D0_acute_only,H0_not_tested,T2_context,todo,B007,triage:B007; conf=0.95; method=pypdf; doi=yes; title_match=1.00; manual_qa=B007_final,2026-02-14T15:44:49+00:00
W2551666159,https://openalex.org/W2551666159,2016,2016-01-01,The Acute Effects of Nicotine and Exercise on Working Memory,,Scholarship@Western (Western University),article,0,downloaded,https://ir.lib.uwo.ca/etd/4081,exclude,intervention_not_natural,,,,,not_applicable,B007,triage:B007; conf=0.75; method=pypdf; doi=no; title_match=1.00; manual_qa=B007_final; note=nicotine_admin_in_smokers_thesis,2026-02-14T15:44:49+00:00
W2554808616,https://openalex.org/W2554808616,2016,2016-11-23,"Adaptations of Prefrontal Brain Activity, Executive Functions, and Gait in Healthy Elderly Following Exergame and Balance Training: A Randomized-Controlled Study",https://doi.org/10.3389/fnagi.2016.00278,Frontiers in Aging Neuroscience,article,152,downloaded,https://www.frontiersin.org/articles/10.3389/fnagi.2016.00278/pdf,exclude,outcome_not_tonic_arousal_or_vigilance,,,,,not_applicable,B007,triage:B007; conf=0.85; method=pypdf; doi=yes; title_match=1.00; manual_qa=B007_final,2026-02-14T15:44:49+00:00
W2557224646,https://openalex.org/W2557224646,2016,2016-11-07,Light Effects on Behavioural Performance Depend on the Individual State of Vigilance,https://doi.org/10.1371/journal.pone.0164945,PLoS ONE,article,25,downloaded,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0164945&type=printable,include,,A4_general_adults_unscreened,D0_acute_only,H0_not_tested,T2_context,todo,B007,triage:B007; conf=0.75; method=pypdf; doi=no; title_match=1.00; manual_qa=B007_final,2026-02-14T15:44:49+00:00
W2559041869,https://openalex.org/W2559041869,2016,2016-11-29,Differences in Resting State Functional Connectivity between Young Adult Endurance Athletes and Healthy Controls,https://doi.org/10.3389/fnhum.2016.00610,Frontiers in Human Neuroscience,article,93,downloaded,https://www.frontiersin.org/articles/10.3389/fnhum.2016.00610/pdf,exclude,no_intervention_evaluated,,,,,not_applicable,B007,triage:B007; conf=0.85; method=pypdf; doi=yes; title_match=1.00; manual_qa=B007_final,2026-02-14T15:44:49+00:00
W2560692004,https://openalex.org/W2560692004,2016,2016-01-01,Effects of Physical-Cognitive Dual Task Training on Executive Function and Gait Performance in Older Adults: A Randomized Controlled Trial,https://doi.org/10.1155/2016/5812092,BioMed Research International,article,137,downloaded,https://downloads.hindawi.com/journals/bmri/2016/5812092.pdf,exclude,outcome_not_tonic_arousal_or_vigilance,,,,,not_applicable,B007,triage:B007; conf=0.85; method=pypdf; doi=yes; title_match=1.00; manual_qa=B007_final,2026-02-14T15:44:49+00:00
W2560722970,https://openalex.org/W2560722970,2016,2016-12-08,Do Reported Effects of Acute Aerobic Exercise on Subsequent Higher Cognitive Performances Remain if Tested against an Instructed Self-Myofascial Release Training Control Group? A Randomized Controlled Trial,https://doi.org/10.1371/journal.pone.0167818,PLoS ONE,article,12,downloaded,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0167818&type=printable,exclude,outcome_not_tonic_arousal_or_vigilance,,,,,not_applicable,B007,triage:B007; conf=0.65; method=pypdf; doi=no; title_match=1.00; manual_qa=B007_final,2026-02-14T15:44:49+00:00
W2588355618,https://openalex.org/W2588355618,2016,2016-12-01,"The Effects of Acute Exercise on Mood, Cognition, Neurophysiology, and Neurochemical Pathways: A Review",https://doi.org/10.3233/bpl-160040,Brain Plasticity,review,840,downloaded,https://content.iospress.com:443/download/brain-plasticity/bpl160040?id=brain-plasticity%2Fbpl160040,exclude,outcome_not_tonic_arousal_or_vigilance,,,,,not_applicable,B007,triage:B007; conf=0.85; method=pypdf; doi=yes; title_match=1.00; manual_qa=B007_final,2026-02-14T15:44:49+00:00
W3003900567,https://openalex.org/W3003900567,2016,2016-07-01,Mind-Body (Mindful) Exercise in Practice,https://doi.org/10.1249/fit.0000000000000212,ACSMʼs Health & Fitness Journal,article,35,unresolved,https://doi.org/10.1249/fit.0000000000000212,exclude,full_text_unavailable,,,,,not_applicable,B007,triage:B007; conf=0.65; method=pypdf; doi=no; title_match=1.00; manual_qa=B007_final; pdf_mismatch=ABNT_standard_moved_to_trash; paywalled_lww,2026-02-14T15:44:49+00:00
W1496355018,https://openalex.org/W1496355018,2015,2015-07-14,Acute Effects of Carbohydrate Supplementation on Intermittent Sports Performance,https://doi.org/10.3390/nu7075249,Nutrients,review,126,downloaded,https://pmc.ncbi.nlm.nih.gov/articles/PMC4517026/pdf/nutrients-07-05249.pdf,exclude,wrong_domain,,,,,not_applicable,B007,triage:B007; conf=0.75; method=pypdf; doi=no; title_match=0.86; manual_qa=B007_final; pdf_source=pmc; note=OA_review_sports_nutrition_out_of_scope,2026-02-14T15:44:49+00:00
W1531561323,https://openalex.org/W1531561323,2015,2015-05-27,Afternoon Nap and Bright Light Exposure Improve Cognitive Flexibility Post Lunch,https://doi.org/10.1371/journal.pone.0125359,PLoS ONE,article,44,downloaded,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0125359&type=printable,include,,A4_general_adults_unscreened,D0_acute_only,H0_not_tested,T2_context,todo,B007,triage:B007; conf=0.95; method=pypdf; doi=yes; title_match=1.00; manual_qa=B007_final,2026-02-14T15:44:49+00:00
W1845184874,https://openalex.org/W1845184874,2015,2015-06-04,Inter-Individual Differences in Neurobehavioural Impairment following Sleep Restriction Are Associated with Circadian Rhythm Phase,https://doi.org/10.1371/journal.pone.0128273,PLoS ONE,article,51,downloaded,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0128273&type=printable,exclude,no_intervention_evaluated,,,,,not_applicable,B007,triage:B007; conf=0.95; method=pypdf; doi=yes; title_match=1.00; manual_qa=B007_final,2026-02-14T15:44:49+00:00
W1889751129,https://openalex.org/W1889751129,2015,2015-08-18,Synchrony and desynchrony in circadian clocks: impacts on learning and memory,https://doi.org/10.1101/lm.038877.115,Learning & Memory,review,93,downloaded,http://learnmem.cshlp.org/content/22/9/426.full.pdf,exclude,no_intervention_evaluated,,,,,not_applicable,B007,triage:B007; conf=0.95; method=pypdf; doi=yes; title_match=1.00; manual_qa=B007_final,2026-02-14T15:44:49+00:00
W1904454303,https://openalex.org/W1904454303,2015,2015-10-28,"An Investigation of the Acute Effects of Oligofructose-Enriched Inulin on Subjective Wellbeing, Mood and Cognitive Performance",https://doi.org/10.3390/nu7115441,Nutrients,article,118,downloaded,https://www.mdpi.com/2072-6643/7/11/5441/pdf?version=1446043915,exclude,outcome_not_tonic_arousal_or_vigilance,,,,,not_applicable,B007,triage:B007; conf=0.85; method=pypdf; doi=yes; title_match=1.00; manual_qa=B007_final,2026-02-14T15:44:49+00:00
W1917007748,https://openalex.org/W1917007748,2015,2015-10-27,A Single Bout of Moderate Aerobic Exercise Improves Motor Skill Acquisition,https://doi.org/10.1371/journal.pone.0141393,PLoS ONE,article,172,downloaded,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0141393&type=printable,exclude,outcome_not_tonic_arousal_or_vigilance,,,,,not_applicable,B007,triage:B007; conf=0.85; method=pypdf; doi=yes; title_match=1.00; manual_qa=B007_final,2026-02-14T15:44:49+00:00
W2000225665,https://openalex.org/W2000225665,2015,2015-01-01,Effects of Physical Exercise on Individual Resting State EEG Alpha Peak Frequency,https://doi.org/10.1155/2015/717312,Neural Plasticity,article,145,downloaded,https://pmc.ncbi.nlm.nih.gov/articles/PMC4338399/pdf/NP2015-717312.pdf,include,,A4_general_adults_unscreened,D3_repeated_monthplus,H0_not_tested,T2_context,qa_passed,B007,triage:B007; conf=0.65; method=ocr_first_page; doi=no; title_match=1.00; manual_qa=B007_final; pdf_source=pmc; extract:E004; qa:E004_pass; evidence_rows=2,2026-02-14T20:38:29.006190Z
W2005943381,https://openalex.org/W2005943381,2015,2015-04-09,Antecedent acute cycling exercise affects attention control: an ERP study using attention network test,https://doi.org/10.3389/fnhum.2015.00156,Frontiers in Human Neuroscience,article,91,downloaded,https://www.frontiersin.org/articles/10.3389/fnhum.2015.00156/pdf,exclude,outcome_not_tonic_arousal_or_vigilance,,,,,not_applicable,B007,triage:B007; conf=0.95; method=pypdf; doi=yes; title_match=1.00; manual_qa=B007_final,2026-02-14T15:44:49+00:00
W2044389478,https://openalex.org/W2044389478,2015,2015-03-17,Is it time to turn our attention toward central mechanisms for post-exertional recovery strategies and performance?,https://doi.org/10.3389/fphys.2015.00079,Frontiers in Physiology,review,62,downloaded,https://www.frontiersin.org/articles/10.3389/fphys.2015.00079/pdf,exclude,wrong_domain,,,,,not_applicable,B007,triage:B007; conf=0.95; method=pypdf; doi=yes; title_match=1.00; manual_qa=B007_final,2026-02-14T15:44:49+00:00
W2058434137,https://openalex.org/W2058434137,2015,2015-04-06,Mindfulness training for adolescents: A neurodevelopmental perspective on investigating modifications in attention and emotion regulation using event-related brain potentials,https://doi.org/10.3758/s13415-015-0354-7,Cognitive Affective & Behavioral Neuroscience,review,86,downloaded,https://link.springer.com/content/pdf/10.3758/s13415-015-0354-7.pdf,exclude,population_not_adult,,,,,not_applicable,B007,triage:B007; conf=0.85; method=pypdf; doi=yes; title_match=1.00; manual_qa=B007_final,2026-02-14T15:44:49+00:00
W2099288862,https://openalex.org/W2099288862,2015,2015-01-01,Neural Plastic Effects of Cognitive Training on Aging Brain,https://doi.org/10.1155/2015/535618,Neural Plasticity,article,69,downloaded,https://downloads.hindawi.com/journals/np/2015/535618.pdf,exclude,wrong_domain,,,,,not_applicable,B007,triage:B007; conf=0.85; method=pypdf; doi=yes; title_match=1.00; manual_qa=B007_final,2026-02-14T15:44:49+00:00
W2107553943,https://openalex.org/W2107553943,2015,2015-02-11,"The effect of chronotype on sleepiness, fatigue, and psychomotor vigilance of ICU nurses during the night shift",https://doi.org/10.1007/s00134-015-3667-7,Intensive Care Medicine,article,57,downloaded,https://link.springer.com/content/pdf/10.1007/s00134-015-3667-7.pdf,exclude,no_intervention_evaluated,,,,,not_applicable,B007,triage:B007; conf=0.85; method=pypdf; doi=yes; title_match=1.00; manual_qa=B007_final,2026-02-14T15:44:49+00:00
W2159036260,https://openalex.org/W2159036260,2015,2015-09-11,Inflammation: Depression Fans the Flames and Feasts on the Heat,https://doi.org/10.1176/appi.ajp.2015.15020152,American Journal of Psychiatry,review,821,downloaded,https://ajp.psychiatryonline.org/doi/pdf/10.1176/appi.ajp.2015.15020152,exclude,wrong_domain,,,,,not_applicable,B007,triage:B007; conf=0.85; method=pypdf; doi=yes; title_match=1.00; manual_qa=B007_final,2026-02-14T15:44:49+00:00
W2212233012,https://openalex.org/W2212233012,2015,2015-09-01,Martial Art Training and Cognitive Performance in Middle-Aged Adults,https://doi.org/10.1515/hukin-2015-0083,Journal of Human Kinetics,article,17,downloaded,https://sciendo.com/pdf/10.1515/hukin-2015-0083,exclude,outcome_not_tonic_arousal_or_vigilance,,,,,not_applicable,B007,triage:B007; conf=0.85; method=pypdf; doi=yes; title_match=1.00; manual_qa=B007_final,2026-02-14T15:44:49+00:00
W1593796106,https://openalex.org/W1593796106,2014,2014-01-29,The evidence base for family therapy and systemic interventions for child‐focused problems,https://doi.org/10.1111/1467-6427.12032,Journal of Family Therapy,article,180,downloaded,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1467-6427.12032,exclude,wrong_domain,,,,,not_applicable,B007,triage:B007; conf=0.85; method=pypdf; doi=yes; title_match=1.00; manual_qa=B007_final,2026-02-14T15:44:49+00:00
W1977701352,https://openalex.org/W1977701352,2014,2014-08-01,Mathematical Models for Sleep-Wake Dynamics: Comparison of the Two-Process Model and a Mutual Inhibition Neuronal Model,https://doi.org/10.1371/journal.pone.0103877,PLoS ONE,article,72,downloaded,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0103877&type=printable,exclude,no_intervention_evaluated,,,,,not_applicable,B007,triage:B007; conf=0.95; method=pypdf; doi=yes; title_match=1.00; manual_qa=B007_final,2026-02-14T15:44:49+00:00
W1980412809,https://openalex.org/W1980412809,2014,2014-10-29,Exercise and Sport Performance with Low Doses of Caffeine,https://doi.org/10.1007/s40279-014-0257-8,Sports Medicine,review,305,downloaded,https://link.springer.com/content/pdf/10.1007/s40279-014-0257-8.pdf,exclude,wrong_domain,,,,,not_applicable,B008,triage:B008; conf=0.95; method=pypdf; doi=yes; title_match=1.00; manual_qa=B008_final; note=caffeine_review_sport_performance,2026-02-14T16:13:05+00:00
W1991282309,https://openalex.org/W1991282309,2014,2014-09-01,Effects of cognitive training with and without aerobic exercise on cognitively demanding everyday activities.,https://doi.org/10.1037/a0037363,Psychology and Aging,article,63,downloaded,http://doi.org/10.1037/a0037363,exclude,outcome_not_tonic_arousal_or_vigilance,,,,,not_applicable,B008,triage:B008; conf=0.85; method=pypdf; doi=yes; title_match=1.00; manual_qa=B008_final,2026-02-14T16:13:05+00:00
W2046898694,https://openalex.org/W2046898694,2014,2014-11-18,Computerized Cognitive Training in Cognitively Healthy Older Adults: A Systematic Review and Meta-Analysis of Effect Modifiers,https://doi.org/10.1371/journal.pmed.1001756,PLoS Medicine,review,917,downloaded,https://journals.plos.org/plosmedicine/article/file?id=10.1371/journal.pmed.1001756&type=printable,exclude,outcome_not_tonic_arousal_or_vigilance,,,,,not_applicable,B008,triage:B008; conf=0.85; method=pypdf; doi=yes; title_match=1.00; manual_qa=B008_final,2026-02-14T16:13:05+00:00
W2075966957,https://openalex.org/W2075966957,2014,2014-04-04,Spatially Distributed Effects of Mental Exhaustion on Resting-State FMRI Networks,https://doi.org/10.1371/journal.pone.0094222,PLoS ONE,article,62,downloaded,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0094222&type=printable,exclude,wrong_domain,,,,,not_applicable,B008,triage:B008; conf=0.95; method=pypdf; doi=yes; title_match=1.00; manual_qa=B008_final; note=mental_exhaustion_resting_state_fmri_not_arousal_engineering_intervention,2026-02-14T16:13:05+00:00
W2076989836,https://openalex.org/W2076989836,2014,2014-12-23,Timing of Examinations Affects School Performance Differently in Early and Late Chronotypes,https://doi.org/10.1177/0748730414564786,Journal of Biological Rhythms,article,107,downloaded,https://journals.sagepub.com/doi/pdf/10.1177/0748730414564786,exclude,population_not_adult,,,,,not_applicable,B008,triage:B008; conf=0.85; method=pypdf; doi=yes; title_match=1.00; manual_qa=B008_final,2026-02-14T16:13:05+00:00
W2100315071,https://openalex.org/W2100315071,2014,2014-08-26,Insufficient Sleep in Adolescents and Young Adults: An Update on Causes and Consequences,https://doi.org/10.1542/peds.2014-1696,PEDIATRICS,review,1340,downloaded,https://pediatrics.aappublications.org/content/pediatrics/134/3/e921.full.pdf,exclude,population_not_adult,,,,,not_applicable,B008,triage:B008; conf=0.95; method=pypdf; doi=yes; title_match=1.00; manual_qa=B008_final,2026-02-14T16:13:05+00:00
W2102334935,https://openalex.org/W2102334935,2014,2014-07-08,"Neuroimaging, cognition, light and circadian rhythms",https://doi.org/10.3389/fnsys.2014.00126,Frontiers in Systems Neuroscience,review,117,downloaded,https://www.frontiersin.org/articles/10.3389/fnsys.2014.00126/pdf,exclude,wrong_domain,,,,,not_applicable,B008,triage:B008; conf=0.95; method=pypdf; doi=yes; title_match=1.00; manual_qa=B008_final; note=general_review_circadian_neuroimaging_background,2026-02-14T16:13:05+00:00
W2108033418,https://openalex.org/W2108033418,2014,2014-04-08,Mindfulness-based training attenuates insula response to an aversive interoceptive challenge,https://doi.org/10.1093/scan/nsu042,Social Cognitive and Affective Neuroscience,article,124,downloaded,https://academic.oup.com/scan/article-pdf/11/1/182/27101808/nsu042.pdf,exclude,outcome_not_tonic_arousal_or_vigilance,,,,,not_applicable,B008,triage:B008; conf=0.65; method=pypdf; doi=no; title_match=1.00; manual_qa=B008_final,2026-02-14T16:13:05+00:00
